temps,Bourgogne-Franche-Comté,Nouvelle-Aquitaine,Hauts-de-France,Auvergne-Rhône-Alpes,Bretagne,Occitanie,Pays-de-la-Loire,Centre-Val de Loire,Grand-Est,PACA,Normandie,Ile-de-France
2016-03-21 15:00:00,83,823,32,303,53,710,159,52,133,399.0,26,13
2016-03-21 16:00:00,58,733,24,250,43,602,126,41,86,347.0,26,14
2016-03-21 17:00:00,41,531,13,159,33,381,87,29,56,203.0,16,8
2016-03-21 18:00:00,13,256,4,51,17,144,36,11,19,59.0,7,3
2016-03-21 19:00:00,0,23,0,1,3,3,5,1,0,0.0,0,0
2016-03-21 20:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-21 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-21 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-21 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 07:00:00,1,0,0,1,0,1,0,0,2,4.0,0,0
2016-03-22 08:00:00,25,161,16,68,7,124,22,16,37,123.0,5,4
2016-03-22 09:00:00,65,571,45,182,30,361,79,52,129,308.0,15,16
2016-03-22 10:00:00,102,984,71,297,46,588,132,90,230,444.0,33,30
2016-03-22 11:00:00,127,1273,89,390,60,778,191,112,257,544.0,48,32
2016-03-22 12:00:00,118,1426,100,449,66,915,215,111,278,628.0,49,29
2016-03-22 13:00:00,141,1470,99,467,71,958,198,116,278,570.0,51,42
2016-03-22 14:00:00,140,1444,71,463,73,940,217,126,298,485.0,58,45
2016-03-22 15:00:00,124,1325,45,414,75,846,198,133,248,439.0,59,37
2016-03-22 16:00:00,95,1079,36,331,63,672,171,108,198,334.0,52,27
2016-03-22 17:00:00,58,726,29,196,49,431,116,66,116,204.0,35,18
2016-03-22 18:00:00,20,318,11,66,25,171,49,26,32,65.0,17,6
2016-03-22 19:00:00,0,30,0,1,5,9,6,2,0,0.0,2,0
2016-03-22 20:00:00,0,0,0,0,0,1,0,0,0,0.0,0,0
2016-03-22 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-22 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 07:00:00,1,0,0,2,0,2,0,0,0,4.0,0,0
2016-03-23 08:00:00,20,167,4,80,9,149,28,23,23,123.0,8,2
2016-03-23 09:00:00,40,589,14,221,36,453,100,47,59,316.0,21,9
2016-03-23 10:00:00,68,994,26,341,72,725,172,72,99,484.0,34,22
2016-03-23 11:00:00,75,1270,40,421,90,886,224,86,107,584.0,48,18
2016-03-23 12:00:00,79,1422,26,408,101,993,246,127,106,635.0,49,15
2016-03-23 13:00:00,61,1407,32,353,99,1017,222,104,170,622.0,41,9
2016-03-23 14:00:00,49,1303,27,317,102,931,212,82,102,549.0,35,11
2016-03-23 15:00:00,42,1147,26,291,95,777,205,57,106,391.0,37,8
2016-03-23 16:00:00,41,927,22,206,77,611,181,40,72,297.0,33,7
2016-03-23 17:00:00,28,643,10,128,56,385,134,21,53,193.0,26,6
2016-03-23 18:00:00,12,277,5,50,27,156,55,8,17,68.0,11,3
2016-03-23 19:00:00,0,30,0,1,4,6,8,0,0,0.0,1,0
2016-03-23 20:00:00,0,0,0,0,0,1,0,0,0,0.0,0,0
2016-03-23 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-23 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 07:00:00,1,0,0,3,0,2,0,0,1,7.0,0,0
2016-03-24 08:00:00,18,152,3,72,4,148,12,11,27,136.0,3,3
2016-03-24 09:00:00,42,542,12,196,15,428,43,32,59,339.0,10,8
2016-03-24 10:00:00,65,909,23,309,30,705,79,49,101,502.0,21,14
2016-03-24 11:00:00,73,1123,36,409,47,879,123,67,125,606.0,32,18
2016-03-24 12:00:00,83,1193,41,430,58,949,159,69,141,669.0,34,20
2016-03-24 13:00:00,71,1180,31,435,54,1011,132,60,146,692.0,30,19
2016-03-24 14:00:00,67,1150,24,428,54,1008,114,65,127,663.0,27,16
2016-03-24 15:00:00,57,1003,21,387,44,902,106,58,103,595.0,25,15
2016-03-24 16:00:00,50,857,20,296,38,723,94,48,67,460.0,22,11
2016-03-24 17:00:00,25,564,11,159,24,444,63,33,35,274.0,16,9
2016-03-24 18:00:00,9,283,5,51,11,160,27,12,10,78.0,6,3
2016-03-24 19:00:00,0,29,0,1,3,8,4,1,0,0.0,1,0
2016-03-24 20:00:00,0,0,0,0,0,1,0,0,0,0.0,0,0
2016-03-24 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-24 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 07:00:00,0,0,0,1,0,2,0,0,0,12.0,0,0
2016-03-25 08:00:00,6,38,1,36,2,64,5,4,9,106.0,1,1
2016-03-25 09:00:00,14,127,5,107,17,212,20,15,25,243.0,6,2
2016-03-25 10:00:00,18,239,12,150,44,370,37,23,35,381.0,14,5
2016-03-25 11:00:00,21,337,21,165,67,405,66,31,54,496.0,18,9
2016-03-25 12:00:00,22,359,26,126,89,416,90,37,65,548.0,34,12
2016-03-25 13:00:00,27,413,36,134,103,396,120,39,60,452.0,49,10
2016-03-25 14:00:00,25,396,45,122,110,332,151,64,57,292.0,51,13
2016-03-25 15:00:00,19,438,59,111,110,273,165,65,56,253.0,45,20
2016-03-25 16:00:00,16,310,55,96,90,243,131,47,48,155.0,48,18
2016-03-25 17:00:00,10,226,40,63,67,174,95,36,24,94.0,32,10
2016-03-25 18:00:00,4,114,15,29,32,78,44,16,11,36.0,16,5
2016-03-25 19:00:00,0,12,0,1,7,5,7,1,0,0.0,2,0
2016-03-25 20:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-25 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 07:00:00,2,0,1,6,0,5,0,0,7,11.0,0,0
2016-03-26 08:00:00,22,97,8,84,3,166,7,10,41,152.0,4,2
2016-03-26 09:00:00,58,381,11,215,10,450,22,29,92,350.0,13,8
2016-03-26 10:00:00,90,650,21,345,14,710,40,46,146,504.0,20,16
2016-03-26 11:00:00,98,826,43,448,22,910,45,57,224,600.0,25,19
2016-03-26 12:00:00,129,1165,60,481,27,1006,58,74,244,661.0,28,24
2016-03-26 13:00:00,141,1196,59,493,24,1034,71,82,299,674.0,21,31
2016-03-26 14:00:00,144,1071,63,470,20,998,73,74,269,660.0,24,26
2016-03-26 15:00:00,127,943,40,429,18,903,109,74,272,593.0,18,18
2016-03-26 16:00:00,99,697,27,336,20,722,113,49,227,474.0,15,15
2016-03-26 17:00:00,61,434,20,212,10,463,92,31,116,293.0,9,11
2016-03-26 18:00:00,22,292,8,78,3,171,34,18,50,97.0,6,4
2016-03-26 19:00:00,0,19,0,1,0,8,3,3,0,1.0,1,0
2016-03-26 20:00:00,0,0,0,0,0,1,0,0,0,0.0,0,0
2016-03-26 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-26 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 08:00:00,0,0,0,0,0,0,0,0,0,3.0,0,0
2016-03-27 09:00:00,4,109,14,12,11,54,27,21,9,17.0,10,5
2016-03-27 10:00:00,20,320,35,42,35,144,93,56,33,45.0,33,13
2016-03-27 11:00:00,36,622,45,75,52,232,163,65,82,68.0,48,22
2016-03-27 12:00:00,49,812,58,128,54,379,180,112,123,75.0,52,32
2016-03-27 13:00:00,61,974,65,167,76,482,186,118,158,62.0,60,40
2016-03-27 14:00:00,73,1165,68,208,70,456,184,125,194,63.0,46,44
2016-03-27 15:00:00,83,1087,66,237,72,508,162,101,216,62.0,42,41
2016-03-27 16:00:00,71,1129,68,269,65,507,167,108,205,54.0,44,35
2016-03-27 17:00:00,73,938,35,183,41,457,118,83,103,42.0,37,21
2016-03-27 18:00:00,49,711,22,175,18,349,59,68,81,41.0,22,14
2016-03-27 19:00:00,20,292,16,72,6,181,22,23,43,32.0,7,7
2016-03-27 20:00:00,0,34,1,2,0,8,3,2,0,1.0,0,0
2016-03-27 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-27 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 08:00:00,0,0,0,1,0,2,0,0,5,9.0,0,0
2016-03-28 09:00:00,5,65,2,27,9,107,16,7,16,118.0,4,1
2016-03-28 10:00:00,13,262,13,70,26,273,64,32,28,315.0,22,4
2016-03-28 11:00:00,33,371,39,127,56,442,116,69,59,471.0,24,16
2016-03-28 12:00:00,47,567,61,164,70,554,155,88,133,530.0,34,30
2016-03-28 13:00:00,79,757,56,192,80,623,213,101,161,522.0,40,34
2016-03-28 14:00:00,62,806,66,253,86,612,193,86,194,447.0,43,50
2016-03-28 15:00:00,59,889,59,225,73,560,171,131,177,390.0,44,29
2016-03-28 16:00:00,69,912,66,216,51,484,181,92,110,344.0,34,33
2016-03-28 17:00:00,53,824,32,179,44,414,111,56,126,217.0,16,21
2016-03-28 18:00:00,44,546,16,158,51,318,91,41,78,114.0,14,14
2016-03-28 19:00:00,18,218,6,70,25,181,54,11,24,48.0,5,4
2016-03-28 20:00:00,0,25,1,3,5,14,11,3,0,1.0,2,0
2016-03-28 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-28 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 08:00:00,3,0,1,4,0,5,0,0,11,18.0,0,0
2016-03-29 09:00:00,22,58,18,50,12,112,26,20,55,125.0,10,8
2016-03-29 10:00:00,51,158,45,117,38,316,63,49,111,244.0,35,18
2016-03-29 11:00:00,62,305,56,165,60,475,104,69,145,321.0,49,26
2016-03-29 12:00:00,85,448,58,208,76,563,151,99,198,428.0,51,33
2016-03-29 13:00:00,76,619,70,178,90,591,144,102,175,525.0,62,28
2016-03-29 14:00:00,83,793,51,194,86,609,168,97,188,532.0,62,28
2016-03-29 15:00:00,84,893,80,200,73,638,127,66,188,474.0,65,28
2016-03-29 16:00:00,70,776,71,148,64,560,119,46,217,387.0,53,22
2016-03-29 17:00:00,59,570,52,103,65,425,113,68,158,279.0,46,10
2016-03-29 18:00:00,39,377,25,74,43,321,87,24,85,141.0,22,11
2016-03-29 19:00:00,15,165,9,26,21,124,44,15,37,67.0,10,5
2016-03-29 20:00:00,0,33,1,1,5,9,8,3,0,0.0,1,0
2016-03-29 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-29 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 08:00:00,0,1,0,6,0,6,0,0,1,12.0,0,0
2016-03-30 09:00:00,7,164,8,65,5,125,8,9,18,105.0,4,3
2016-03-30 10:00:00,19,531,18,154,19,302,21,24,34,226.0,14,7
2016-03-30 11:00:00,37,882,35,261,33,483,40,34,46,351.0,26,10
2016-03-30 12:00:00,51,1065,43,348,44,623,59,53,80,456.0,27,14
2016-03-30 13:00:00,65,1043,49,374,40,701,75,49,103,520.0,34,15
2016-03-30 14:00:00,81,1077,47,396,39,718,82,67,114,558.0,35,17
2016-03-30 15:00:00,51,1093,56,356,35,726,76,67,78,551.0,27,10
2016-03-30 16:00:00,91,1055,33,322,26,631,77,58,107,494.0,18,8
2016-03-30 17:00:00,68,816,21,267,24,556,57,45,55,432.0,11,5
2016-03-30 18:00:00,34,521,10,157,17,356,34,35,66,285.0,8,3
2016-03-30 19:00:00,13,206,4,67,8,149,15,14,19,88.0,4,1
2016-03-30 20:00:00,0,46,0,3,2,12,1,2,0,1.0,1,0
2016-03-30 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-30 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 08:00:00,4,0,0,7,0,6,0,0,8,11.0,0,0
2016-03-31 09:00:00,24,24,4,52,8,78,9,3,28,53.0,4,0
2016-03-31 10:00:00,34,73,9,107,29,220,20,10,68,142.0,10,2
2016-03-31 11:00:00,45,109,17,200,61,328,47,14,88,244.0,19,7
2016-03-31 12:00:00,58,143,30,214,85,399,70,24,96,335.0,29,5
2016-03-31 13:00:00,77,142,34,280,96,448,95,18,124,358.0,34,4
2016-03-31 14:00:00,46,160,30,312,100,433,116,20,123,381.0,36,5
2016-03-31 15:00:00,37,165,30,264,99,322,93,19,114,271.0,47,4
2016-03-31 16:00:00,35,149,25,171,100,229,94,18,70,169.0,37,4
2016-03-31 17:00:00,35,134,14,114,91,173,94,15,64,118.0,32,3
2016-03-31 18:00:00,19,135,10,66,74,91,59,10,33,75.0,29,3
2016-03-31 19:00:00,6,107,6,24,40,35,36,8,9,34.0,17,1
2016-03-31 20:00:00,0,25,1,1,8,4,10,3,0,1.0,4,0
2016-03-31 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-03-31 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 08:00:00,0,4,2,1,0,2,1,1,1,2.0,1,0
2016-04-01 09:00:00,5,183,16,22,17,51,44,23,13,24.0,11,4
2016-04-01 10:00:00,13,563,33,63,48,155,112,48,31,42.0,26,10
2016-04-01 11:00:00,18,913,49,72,79,259,180,90,45,67.0,47,18
2016-04-01 12:00:00,22,1093,66,79,97,355,239,122,54,74.0,71,28
2016-04-01 13:00:00,24,1156,79,90,113,389,247,123,54,133.0,79,34
2016-04-01 14:00:00,26,1103,72,89,121,369,260,125,64,219.0,76,32
2016-04-01 15:00:00,21,996,62,96,113,325,253,112,67,179.0,72,31
2016-04-01 16:00:00,23,858,42,85,95,289,238,104,57,155.0,79,26
2016-04-01 17:00:00,19,742,29,71,84,221,205,78,47,124.0,67,16
2016-04-01 18:00:00,12,592,17,45,55,124,150,50,31,71.0,46,10
2016-04-01 19:00:00,8,300,10,22,30,66,72,24,10,25.0,22,4
2016-04-01 20:00:00,0,49,1,1,6,7,14,4,0,0.0,4,1
2016-04-01 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-01 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 08:00:00,0,1,2,2,0,1,0,0,9,6.0,1,0
2016-04-02 09:00:00,7,153,17,23,18,42,34,10,33,58.0,13,3
2016-04-02 10:00:00,14,505,34,58,54,154,95,23,69,122.0,28,8
2016-04-02 11:00:00,19,769,31,112,84,257,135,39,100,204.0,39,12
2016-04-02 12:00:00,28,954,39,170,109,353,109,33,162,252.0,49,13
2016-04-02 13:00:00,38,1129,44,196,108,424,102,26,182,264.0,42,14
2016-04-02 14:00:00,39,1197,36,220,90,520,127,34,179,225.0,15,16
2016-04-02 15:00:00,39,1211,41,184,81,500,117,25,190,186.0,18,12
2016-04-02 16:00:00,36,1186,27,155,62,450,121,22,103,139.0,15,7
2016-04-02 17:00:00,31,993,17,121,46,355,116,18,68,111.0,9,4
2016-04-02 18:00:00,15,693,7,89,29,258,97,14,42,60.0,5,3
2016-04-02 19:00:00,6,229,2,28,13,114,54,13,18,24.0,3,1
2016-04-02 20:00:00,0,27,0,2,2,11,10,2,0,0.0,1,0
2016-04-02 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-02 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 08:00:00,1,13,2,2,0,3,4,1,10,1.0,1,0
2016-04-03 09:00:00,9,224,15,34,8,129,37,25,26,16.0,11,9
2016-04-03 10:00:00,22,529,40,89,21,332,77,74,52,39.0,29,21
2016-04-03 11:00:00,35,823,69,142,52,527,153,113,96,49.0,52,32
2016-04-03 12:00:00,44,977,84,173,59,680,210,124,152,73.0,66,46
2016-04-03 13:00:00,47,948,93,217,53,731,209,149,166,94.0,72,55
2016-04-03 14:00:00,48,771,87,254,52,769,193,141,158,96.0,70,42
2016-04-03 15:00:00,59,579,80,255,49,685,128,84,130,96.0,58,40
2016-04-03 16:00:00,46,478,64,177,49,604,95,61,96,66.0,38,30
2016-04-03 17:00:00,38,421,44,146,40,496,61,38,65,39.0,28,19
2016-04-03 18:00:00,17,270,25,87,31,347,59,31,36,24.0,14,7
2016-04-03 19:00:00,5,126,9,45,16,159,39,14,12,7.0,10,3
2016-04-03 20:00:00,1,11,1,7,6,12,9,2,0,0.0,2,1
2016-04-03 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-03 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 08:00:00,2,11,0,7,0,7,1,2,10,21.0,0,0
2016-04-04 09:00:00,11,232,3,40,11,88,43,24,29,91.0,11,7
2016-04-04 10:00:00,24,560,22,68,32,232,90,62,64,187.0,28,15
2016-04-04 11:00:00,38,726,55,98,55,362,123,106,102,256.0,38,29
2016-04-04 12:00:00,60,760,77,100,62,401,141,115,185,309.0,35,25
2016-04-04 13:00:00,64,733,66,102,79,508,200,108,211,307.0,38,30
2016-04-04 14:00:00,51,729,53,96,86,468,204,105,218,262.0,55,30
2016-04-04 15:00:00,45,495,46,99,74,390,196,88,160,200.0,41,33
2016-04-04 16:00:00,30,395,49,83,70,298,189,72,144,191.0,53,31
2016-04-04 17:00:00,17,296,48,66,53,201,157,52,80,158.0,32,21
2016-04-04 18:00:00,9,212,31,56,45,130,101,42,48,96.0,19,14
2016-04-04 19:00:00,2,93,16,21,27,48,43,25,15,35.0,11,6
2016-04-04 20:00:00,0,15,3,1,7,7,10,4,0,1.0,2,1
2016-04-04 21:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 22:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-04 23:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 00:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 01:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 02:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 03:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 04:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 05:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 06:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 07:00:00,0,0,0,0,0,0,0,0,0,0.0,0,0
2016-04-05 08:00:00,1,1,1,2,0,1,1,1,7,10.0,1,1
2016-04-05 09:00:00,6,83,7,19,13,24,47,18,29,53.0,8,5
